27
63
63
95
95
95
95
140
171
184
226
272
272
756
1071
1080
1094
1094
1094
1094
1097
1116
1118
1121
1121
1121
1121
1122
1122
1122
1127
1182
1182
1198
1198
1198
1198
1213
1213
1227
1246
1250
1250
1
1
1
1
4
4
4
4
5
5
5
5
6
6
6
6
18
